office_id,staff_id,is_admin
fb054983-ace0-4cff-81af-05dadb945eca,3bb6d1eb-8da0-4c5f-b62a-32e921b85d85,False
7289e03a-f43b-4843-a629-31bf3726b228,cebae76b-0fee-454b-9938-712cf218a8ae,False
d2669578-0471-40e6-984a-b348536b817d,d6ed6afe-6006-4a09-9bca-1fcf0330f35f,False
ccf7bbfb-b623-41a8-8c22-4f524c6689f3,ece7c23d-ef20-4ecf-8cff-ea09133e4afe,False
ea68d1ab-1cf0-4324-b8ba-ca00c8ad4225,3fb77f2b-229d-4269-a29e-6fcea97b15b5,True
c2a99c2e-f3b5-4dd5-84a7-b1489883c67e,6161c368-14ce-4498-9a8e-9d6f71889044,False
1b026807-0aef-4a28-aa8a-4b86e3b090fb,b7b38727-1755-4461-b92d-5ab28df986f4,False
8fb48e26-05ae-4383-861d-cf18011f936f,c5dc828b-4103-44ed-95dc-9c73a67a97cc,False
15026c1a-fb53-453b-962a-f3bd94fbd8b7,2efcb7fd-0899-47cb-9448-1e89f8a0d989,False
015ed483-2fcb-4644-800d-3600fcc5ee64,d24ae767-042d-42cb-8efd-f794323c91b2,False
c8d37fdb-e49a-436e-9adb-c52784220ff1,35c8d766-7d00-4813-8233-3bfbeddd7802,False
26789024-09d7-4f0d-aa88-71711270192f,28b205b5-a495-4ae3-bb7b-26aafcd63528,True
5518dd88-2148-4fa8-a18e-65297bd64dd6,4912890f-febe-4daa-a931-04ac2790e69f,False
2c2ee2c0-f87e-4f1d-883a-43741aea6b42,74131fb0-6b41-432f-b55a-baf683cb40d6,False
da2eb039-edae-4def-a1b5-6a1d751f96ac,9732e80c-df71-4e98-82b7-efad2c68ffde,False
3184f060-f55d-4446-8e9b-cef6b4a25109,24fd087d-8e28-4515-9b6d-2537e72202ab,False
88262a0a-829b-4595-b709-e8bf1798d1ac,1d48c20e-e606-4043-b70c-95a4aa9061c2,False
77236246-d7c5-4a5f-b3a9-d36167437808,f12739b7-6875-4fb5-ae64-cd31afeda352,False
dfcde2c5-7c38-4bc5-96a6-7595caf8c5b0,818a7527-5fc5-40bb-819f-f62680c3c992,False
9e8399ab-7ea0-4428-8174-e62c8107da03,129c8eed-872c-477a-9547-f5af7836bea7,False
071fc5bb-7f69-46a2-9861-66af14e639af,398b3291-6cc2-4cc0-b229-4fbb03068ec5,False
13850306-87b3-49f8-8655-6f3b999802f2,66d7fc26-a40e-463b-911d-22b2cb3a3949,False
ff4831e2-3ec0-48eb-8efc-65f902c873de,bac0cc9c-ee72-4236-b037-50e448537662,False
1cb7189d-9c54-4ac1-a2dd-27af27260d5d,498b9afc-f632-4d49-a884-251c4451cabd,True
39c169e3-10c7-44c3-a71a-0ff2ba308391,c5f5127c-5a2c-4f53-ac76-9c1c980ea9cf,False
4685857c-0200-46fe-bfcb-4b846a5cd273,2a7744c6-bf32-41a8-b5ee-c1c0e4be12ca,False
599918b4-3e11-4368-b3a2-c31a9dc0dc3f,88347fc4-897a-47f4-a060-5217da87605e,False
1b1192ff-32be-4a8b-893b-3c6578f10501,4601255d-beeb-417d-9355-61c35537a64b,False
9db34139-8e39-437d-a9be-656051dd8bb7,616e1da1-1c81-4066-8b23-8f011692d558,False
b209ee2c-b373-49c7-88a0-e1342f2d15de,94f9c2fd-0bc9-461e-8ceb-372baa722cb9,False
490bf3e3-e252-44b2-9afd-5c635cdaac13,f73a7238-c538-4bc6-9bf6-f62434848262,False
5518dd88-2148-4fa8-a18e-65297bd64dd6,7215b03e-aede-40bf-8a3e-06dac2366c19,False
3adaf580-2b73-4f17-8fa8-c031c90467c5,f8b1b692-da48-4581-99bc-2a90e6d7f099,False
557a68d9-0634-415c-9745-58929b8dde23,51f2deb0-c61c-4b27-b370-19ec21e01a42,False
b25dba9f-01dd-4658-bd8e-5c962f8f2a8a,0012c4e6-8da3-459a-929e-01128c5dc5b0,False
2c69bb42-2b86-4785-b897-a63bdaf9b8e4,3205628e-448f-490c-8f48-520e9e66cec8,False
46667c02-0aac-416a-830b-39ecd16e99ed,9ba0902f-8b9a-4571-8352-d4749a730362,False
015ed483-2fcb-4644-800d-3600fcc5ee64,b550963a-eeec-406a-b13e-6f8e8f5238da,False
f7a40060-7666-4e43-8ce0-f78aeb121f4c,deda0ac1-d0e4-4a4d-999f-a8641e6f4726,False
0ea69ed2-5541-4d28-9cf0-f257bba453c8,702d6d9f-b3e0-41e4-bd93-5585a7601ea6,False
3adaf580-2b73-4f17-8fa8-c031c90467c5,c76adc11-73d7-4615-ab8c-6db2c6655496,False
0a6ff309-c548-4d9f-8faa-3ac05322b779,4cb22f96-2a19-4035-9ab2-0c9985e231f8,False
1e364883-50ad-4d1b-94f0-e25487da2e51,1b19591b-76b0-4e49-8466-2a0b3e0249a5,False
50167c97-87e3-4c82-898b-8beeb93d6325,86b6056f-3740-454a-bf3e-78dfa0fe2ac6,False
bc7fb49b-8f44-42b2-8039-5a9923f676c4,a4c6f768-954b-4b2f-8282-2236bcdff043,False
a57759e9-1b54-4c0f-abce-e5374123a7dc,346386ee-2c73-4b08-aea3-73acccd83c56,False
9f6e35d5-ed46-40ba-b4df-f87627ff53af,b7fe4135-40f4-4163-9a13-d272b807237b,False
b14c1f2f-c995-4b94-8b0d-a064743cfb4d,48ed4b5a-ad02-4ab9-a56b-6754eea17126,False
e880864a-6c5c-428a-9a8f-91fc443753c8,ca3b33ac-e6eb-4075-bf9c-870b69bafb2a,False
d76a800a-ee8f-4cb7-99a7-bd528df2e2e0,cae9ad6f-a9f2-4d8b-97f0-6a09f0ba52ab,False
6357f028-7ade-4839-9840-2bf047a781a2,a587f44d-9ed6-4a4a-9467-514780b7206a,False
bc564b43-ae1e-49f1-85fe-e8a74cb8b819,c6711c23-c8a3-4cf3-9e3d-929418416af4,False
34f131c7-3c8e-455d-9ea8-0832042f2a09,63b4f213-57a8-4f98-81f9-c9168455b881,False
a177f1e4-c454-4d1e-a4da-4679cd6ec817,05afc51c-4201-4d72-972a-831c1c6fa0f0,False
068c2e62-b2ba-4907-8926-80725d62d1a0,bf802d8d-7f80-4b07-bb3c-c319304af4f3,False
16649f6a-ff76-4c11-88a9-e09a38826ec3,0f28de9c-4a28-4f1f-b7c9-abd98eee6b35,False
683c0d95-fc0c-4fff-ae4f-e4569d53c18a,173814d4-630c-4742-8b14-b534a8492093,False
4faddfc8-c9d0-4578-9de4-bdcb03deed28,e50424e8-61e5-4811-aaa3-e178d453a1d9,False
d5e4c223-df7d-4801-b1ea-789f87fede8e,5285a84d-9117-4c3e-9f46-e870d5467692,False
fbd9e23f-b0b2-46e9-9cc7-99ccba6d019b,4d4c6dd8-6730-4504-b780-356dd9655fb2,False
16234635-4c7a-4289-a602-535e827ff451,c6f0d367-cdaf-4139-9e70-af6e603002b7,False
6e8815ae-2b66-47c5-8a11-b09d3bec1771,1621446f-b112-4d49-a61a-5ccae81f14b8,False
ea0abbc7-b757-4c27-a312-eaa266c3d6ab,a93c1b52-e5a5-4a4a-8628-35728eae8b4b,False
2a0572cd-f0bf-45f1-abe5-8fb3038b7e76,72035e72-1bc6-4b79-82a5-78bb5b1e73a9,False
65a6817f-641d-4b3f-88aa-ab87b1431d6b,b6e70191-a916-4240-aaf6-f67f7a18c125,False
d4445e35-5c5b-4754-9305-0f4cfedf4093,06752513-fdaa-4cd9-b85e-f2eb177bbd63,False
2f30d169-94c0-45fc-979a-e11856f79226,b71886fe-90f6-48e0-855f-9dbd9775164e,False
3e73127e-d736-43ea-8979-bd28430d67e5,2479baf7-5a8e-4d01-83f9-5ce0b8f183a3,False
34e5a76b-b6de-42f1-a59b-27b8ff2387de,527e3ece-30a4-4694-8eef-a04e9208b0d8,False
88538558-588f-4451-975a-e0a59176cc65,b456f06d-55a7-4a23-beb2-724187d07d38,True
3c6b9a7d-ccf7-4195-8074-e56ac55da936,ccbe48d9-4670-45c1-98d5-0fd390b3aef2,False
a627cd56-1832-4b0a-aa72-a55685cd17e9,ff8f9dd7-4c2d-4dfe-93b3-ea6d890db90d,False
560c7a58-ff76-4767-ba56-2ff0f6a754f4,60122572-74eb-49bf-9472-a5b8a48e2bcb,False
1527b389-180d-437b-895e-1543169350ad,b7da3166-d387-4a79-b423-1e2bd8ba2e05,False
f6cb88c0-9eff-449d-bb19-1b79f9923002,7878cf9c-bc43-4362-adee-a4d527bdbf32,False
7f1accc1-bd5b-46cb-b5b6-62f6421d9b0f,778a257b-da90-460d-9105-2222ce442d41,False
7e3ae66f-3d67-4f9a-9513-b7fd50c5466b,53b17aeb-c58c-41c9-b0ad-72eb6cf130a5,False
05620ea9-565c-4991-b372-a072f7ff1126,202ab9f2-7e92-4add-b7f5-426a9d515dfb,False
95808b8a-ede8-418d-8d4c-278946e12ee7,97d7915a-bfdc-432c-9f38-de1c6d5fa908,False
c2a99c2e-f3b5-4dd5-84a7-b1489883c67e,f8f0dd77-479e-48de-9433-b30a028ed7a5,False
f509669c-b4a7-45c5-93ba-918450d3d32b,b4cc0f35-e607-4815-807b-12b1ba7d94a0,False
eade1331-53ea-4439-9af6-cee727f03d41,510784a5-a09b-4b40-9ee1-52e15a6118a9,False
ff4831e2-3ec0-48eb-8efc-65f902c873de,698ebc3f-77ab-4830-aa8b-a0c4ed08a162,False
a80ff673-08c2-4d41-90bf-fed12db8c66a,56eca8b2-35d6-4650-9176-cfeb48495c80,False
71a95a12-21ca-4cf5-b244-7014e76ae21a,3b8d9fbf-c7b5-4942-bc43-c4faea08221e,False
0ac51ca7-adb4-423f-85af-69f99d4c086e,ffb90538-8daa-482c-83ad-4513a05efa5f,False
46f26051-02ba-4ee2-839b-416b350274a2,76702386-b2c3-4e8b-a440-8918b9dcdb85,False
2c69bb42-2b86-4785-b897-a63bdaf9b8e4,545d9fff-7802-4f38-a114-f0cfa5bbfdd1,False
